prev_id	curr_id	n	prev_title	curr_title	type
""	1786319	258	other-other	.270_Winchester	other
""	1786319	28	other-facebook	.270_Winchester	other
9004107	1786319	18	Browning_BLR	.270_Winchester	link
3104049	1786319	56	.30-03	.270_Winchester	link
12820965	1786319	36	.270_Weatherby_Magnum	.270_Winchester	link
6467625	1786319	112	7mm_Remington_Magnum	.270_Winchester	link
9429152	1786319	22	.264_Winchester_Magnum	.270_Winchester	link
19599036	1786319	12	6mm_BR	.270_Winchester	other
15196816	1786319	27	.284_Winchester	.270_Winchester	link
902717	1786319	16	.223_Remington	.270_Winchester	other
4673101	1786319	112	6.5mm_Grendel	.270_Winchester	link
1057901	1786319	108	7_mm_caliber	.270_Winchester	link
43760	1786319	53	270	.270_Winchester	other
13136177	1786319	80	.270_Winchester_Short_Magnum	.270_Winchester	link
6184384	1786319	23	Jack_O'Connor_(American_writer)	.270_Winchester	link
""	1650530	18	other-yahoo	.276_Pedersen	other
30871355	1650530	315	7.62×51mm_NATO	.276_Pedersen	link
2868442	1650530	25	7mm-08_Remington	.276_Pedersen	link
1912804	1650530	60	6.8_mm_Remington_SPC	.276_Pedersen	other
8772156	1650530	41	.280_British	.276_Pedersen	link
854742	1650530	15	List_of_rifle_cartridges	.276_Pedersen	link
""	1650530	10	other-twitter	.276_Pedersen	other
""	1650530	32	other-wikipedia	.276_Pedersen	other
""	1650530	302	other-google	.276_Pedersen	other
2346300	1650530	14	John_Pedersen_(arms_designer)	.276_Pedersen	link
9732155	1650530	38	6_mm_SAW	.276_Pedersen	link
1057901	1650530	43	7_mm_caliber	.276_Pedersen	link
149051	1650530	71	M1_Garand	.276_Pedersen	link
23842194	1650530	43	ZH-29	.276_Pedersen	link
""	1650530	53	other-empty	.276_Pedersen	other
23567053	1650530	31	Thompson_Autorifle	.276_Pedersen	link
""	1650530	38	other-other	.276_Pedersen	other
""	1650530	17	other-bing	.276_Pedersen	other
240137	1650530	50	StG_44	.276_Pedersen	link
4845231	1650530	93	Pedersen_rifle	.276_Pedersen	link
15580374	8772156	11	Main_Page	.280_British	other
""	8772156	74	other-other	.280_British	other
16423148	8772156	34	Taden_gun	.280_British	link
""	8772156	14	other-bing	.280_British	other
2003805	8772156	23	List_of_assault_rifles	.280_British	link
854742	8772156	22	List_of_rifle_cartridges	.280_British	link
30871355	8772156	77	7.62×51mm_NATO	.280_British	link
35022	8772156	123	5.56×45mm_NATO	.280_British	link
37123077	8772156	13	4.85×49mm	.280_British	link
2868442	8772156	29	7mm-08_Remington	.280_British	link
1650530	8772156	57	.276_Pedersen	.280_British	link
1912804	8772156	90	6.8_mm_Remington_SPC	.280_British	link
6467399	8772156	26	.280_Remington	.280_British	link
1528752	8772156	299	EM-2_rifle	.280_British	link
144481	8772156	10	Bullpup	.280_British	link
30966370	8772156	12	L1A1_Self-Loading_Rifle	.280_British	link
94857	8772156	158	FN_FAL	.280_British	link
""	8772156	10	other-yahoo	.280_British	other
""	8772156	107	other-empty	.280_British	other
239427	8772156	30	Table_of_handgun_and_rifle_cartridges	.280_British	link
30413563	8772156	10	Rifle_cartridge	.280_British	link
""	8772156	461	other-google	.280_British	other
""	8772156	75	other-wikipedia	.280_British	other
""	8772156	12	other-twitter	.280_British	other
9732155	8772156	31	6_mm_SAW	.280_British	link
38493398	8772156	29	.270_British	.280_British	link
4312006	8772156	45	British_military_rifles	.280_British	link
4673101	8772156	118	6.5mm_Grendel	.280_British	link
1057901	8772156	114	7_mm_caliber	.280_British	link
240860	8772156	22	Bren_light_machine_gun	.280_British	link
10171122	8772156	67	Intermediate_cartridge	.280_British	link
854742	45200405	14	List_of_rifle_cartridges	.280_Jeffery	link
3624339	45200405	27	Nitro_Express	.280_Jeffery	link
15280457	6467399	19	P.O._Ackley	.280_Remington	link
1209196	6467399	27	Remington_Model_700	.280_Remington	link
15580374	6467399	11	Main_Page	.280_Remington	other
25800893	6467399	10	Remington_Model_7400	.280_Remington	link
1384946	6467399	10	Remington_Model_7600	.280_Remington	link
""	6467399	199	other-bing	.280_Remington	other
""	6467399	109	other-other	.280_Remington	other
854742	6467399	222	List_of_rifle_cartridges	.280_Remington	link
2868442	6467399	25	7mm-08_Remington	.280_Remington	link
1786319	6467399	137	.270_Winchester	.280_Remington	link
175965	6467399	39	Caliber	.280_Remington	link
28059095	6467399	19	.30-06_Springfield_Wildcat_Cartridges	.280_Remington	link
3104049	6467399	31	.30-03	.280_Remington	other
13019196	6467399	12	Delta_L_problem	.280_Remington	link
6467625	6467399	66	7mm_Remington_Magnum	.280_Remington	link
6228175	6467399	31	7_mm_Remington_cartridges	.280_Remington	link
12033439	6467399	11	7×64mm	.280_Remington	link
15196816	6467399	101	.284_Winchester	.280_Remington	link
1057901	6467399	69	7_mm_caliber	.280_Remington	link
""	6467399	1686	other-google	.280_Remington	other
""	6467399	12	other-twitter	.280_Remington	other
""	6467399	110	other-wikipedia	.280_Remington	other
""	6467399	198	other-empty	.280_Remington	other
""	6467399	170	other-yahoo	.280_Remington	other
239427	6467399	34	Table_of_handgun_and_rifle_cartridges	.280_Remington	link
4013914	9896922	25	.375_Holland_&_Holland_Magnum	.280_Ross	link
854742	9896922	71	List_of_rifle_cartridges	.280_Ross	link
""	9896922	25	other-empty	.280_Ross	other
364373	9896922	92	Ross_rifle	.280_Ross	link
30858180	9896922	23	.276_Enfield	.280_Ross	link
1057901	9896922	33	7_mm_caliber	.280_Ross	link
67815	9896922	14	Full_metal_jacket_bullet	.280_Ross	link
""	9896922	106	other-google	.280_Ross	other
""	9896922	38	other-wikipedia	.280_Ross	other
""	45241864	56	other-wikipedia	.28_Nosler	other
""	45241864	683	other-google	.28_Nosler	other
""	45241864	40	other-empty	.28_Nosler	other
""	45241864	49	other-other	.28_Nosler	other
""	45241864	165	other-bing	.28_Nosler	other
854742	45241864	132	List_of_rifle_cartridges	.28_Nosler	link
43727943	45241864	13	.26_Nosler	.28_Nosler	other
""	45241864	132	other-yahoo	.28_Nosler	other
13019196	""	11	Delta_L_problem	.30-06_Court_Cartry	redlink
33588624	992873	13	7.62×39mm	.30-06_Springfield	other
506294	992873	30	Centerfire_ammunition	.30-06_Springfield	link
12329698	992873	16	.338-06	.30-06_Springfield	other
35023	992873	194	7.62_mm_caliber	.30-06_Springfield	link
30864264	992873	10	6.5×54mm_Mannlicher-Schönauer	.30-06_Springfield	link
17049712	992873	12	.375_Weatherby_Magnum	.30-06_Springfield	other
7857838	992873	111	.300_Savage	.30-06_Springfield	link
1433506	992873	86	6.5×55mm	.30-06_Springfield	link
13019196	992873	14	Delta_L_problem	.30-06_Springfield	link
12859048	992873	18	.416_Remington_Magnum	.30-06_Springfield	link
785755	992873	14	4th_millennium	.30-06_Springfield	other
5201316	992873	67	.338_Winchester_Magnum	.30-06_Springfield	link
8521852	992873	46	.300_Winchester_Short_Magnum	.30-06_Springfield	link
34271398	992873	4805	Chris_Kyle	.30-06_Springfield	link
79266	992873	279	Armor-piercing_shot_and_shell	.30-06_Springfield	link
11119859	992873	21	.458_SOCOM	.30-06_Springfield	link
13112627	992873	10	.375_Ruger	.30-06_Springfield	link
149058	992873	653	Bulletproof_vest	.30-06_Springfield	link
37122731	992873	18	.30-06_JDJ	.30-06_Springfield	link
3104049	992873	212	.30-03	.30-06_Springfield	link
2468395	992873	333	.45-70	.30-06_Springfield	other
337494	992873	32	Dragunov_sniper_rifle	.30-06_Springfield	link
4405	992873	41	Biathlon	.30-06_Springfield	link
609697	992873	14	9×19mm_Parabellum	.30-06_Springfield	other
6065207	992873	82	Big-game_hunting	.30-06_Springfield	other
4673101	992873	36	6.5mm_Grendel	.30-06_Springfield	other
12742264	992873	15	.358_Winchester	.30-06_Springfield	link
9004107	992873	31	Browning_BLR	.30-06_Springfield	link
1057901	992873	86	7_mm_caliber	.30-06_Springfield	link
241996	992873	28	Chauchat	.30-06_Springfield	link
12033439	992873	21	7×64mm	.30-06_Springfield	link
902717	992873	21	.223_Remington	.30-06_Springfield	other
6467625	992873	138	7mm_Remington_Magnum	.30-06_Springfield	link
17703030	992873	18	7mm_Weatherby_Magnum	.30-06_Springfield	other
11278611	992873	10	.470_Nitro_Express	.30-06_Springfield	other
7256576	992873	13	Charles_Carl_Roberts	.30-06_Springfield	link
3875596	992873	20	6_mm_PPC	.30-06_Springfield	link
21628145	992873	21	.338_Marlin_Express	.30-06_Springfield	link
68244	992873	18	Bonnie_and_Clyde	.30-06_Springfield	link
1188812	992873	26	Hispano-Suiza_HS.404	.30-06_Springfield	link
10171122	992873	88	Intermediate_cartridge	.30-06_Springfield	link
5613578	992873	11	Elmer_Keith	.30-06_Springfield	link
3144850	992873	10	Hotchkiss_M1909_Benét–Mercié_machine_gun	.30-06_Springfield	link
240872	992873	25	Lewis_gun	.30-06_Springfield	link
621313	992873	22	Lever-action	.30-06_Springfield	other
13057	992873	22	Gatling_gun	.30-06_Springfield	link
26389588	992873	20	List_of_battle_rifles	.30-06_Springfield	link
""	992873	888	other-yahoo	.30-06_Springfield	other
11221666	992873	19	Spitzer_(bullet)	.30-06_Springfield	link
328032	992873	27	Winchester_rifle	.30-06_Springfield	link
33610832	992873	10	Sieg_automatic_rifle	.30-06_Springfield	link
""	992873	1033	other-bing	.30-06_Springfield	other
240137	992873	48	StG_44	.30-06_Springfield	link
495884	992873	80	Sound_pressure	.30-06_Springfield	link
408239	992873	40	Tracer_ammunition	.30-06_Springfield	link
583698	992873	19	Weatherby	.30-06_Springfield	link
13202614	992873	13	Remington_Model_30	.30-06_Springfield	link
36786173	992873	20	Ruger_American_Rifle	.30-06_Springfield	link
1384946	992873	27	Remington_Model_7600	.30-06_Springfield	link
319543	992873	31	M14_rifle	.30-06_Springfield	link
173428	992873	49	M1_carbine	.30-06_Springfield	link
15917254	992873	55	Ruger_M77	.30-06_Springfield	link
302393	992873	17	Maxim_gun	.30-06_Springfield	other
15580374	992873	263	Main_Page	.30-06_Springfield	other
41906548	992873	36	Remington_Model_760	.30-06_Springfield	link
33968206	992873	22	Remington_Model_742	.30-06_Springfield	link
30863956	992873	339	M1919_Browning_machine_gun	.30-06_Springfield	link
25800893	992873	15	Remington_Model_7400	.30-06_Springfield	link
6525014	992873	19	M1941_Johnson_rifle	.30-06_Springfield	link
1205661	992873	138	M1917_Browning_machine_gun	.30-06_Springfield	link
15181056	992873	19	Saiga_semi-automatic_rifle	.30-06_Springfield	link
309248	992873	12	Mauser	.30-06_Springfield	link
336095	992873	29	M2	.30-06_Springfield	other
14342235	992873	20	Prvi_Partizan	.30-06_Springfield	link
1209196	992873	236	Remington_Model_700	.30-06_Springfield	link
15280457	992873	46	P.O._Ackley	.30-06_Springfield	link
7360412	992873	22	M1895_Colt-Browning_machine_gun	.30-06_Springfield	link
239556	992873	10	MG_42	.30-06_Springfield	link
2206965	992873	17	Rim_(firearms)	.30-06_Springfield	link
3480160	992873	73	M1917_Enfield	.30-06_Springfield	link
2072850	992873	27	M1941_Johnson_machine_gun	.30-06_Springfield	link
732602	992873	33	Savage_Arms	.30-06_Springfield	link
8512523	992873	15	Ruger_No._1	.30-06_Springfield	link
420128	992873	23	SKS	.30-06_Springfield	link
""	992873	740	other-other	.30-06_Springfield	other
""	992873	12	other-facebook	.30-06_Springfield	other
""	992873	13985	other-google	.30-06_Springfield	other
""	992873	173	other-twitter	.30-06_Springfield	other
""	992873	1032	other-wikipedia	.30-06_Springfield	other
3376003	992873	13	.257_Weatherby_Magnum	.30-06_Springfield	link
452920	992873	11	Anti-tank_rifle	.30-06_Springfield	other
45530209	992873	259	Assassination_of_Martin_Luther_King,_Jr.	.30-06_Springfield	other
12790900	992873	20	.404_Jeffery	.30-06_Springfield	link
79270	992873	227	Cartridge_(firearms)	.30-06_Springfield	link
870819	992873	54	.45_Colt	.30-06_Springfield	link
4013914	992873	19	.375_Holland_&_Holland_Magnum	.30-06_Springfield	other
30872613	992873	11	.500_S&W_Magnum	.30-06_Springfield	other
10811589	992873	25	.505_Gibbs	.30-06_Springfield	link
6490914	992873	66	.35_Whelen	.30-06_Springfield	link
175965	992873	162	Caliber	.30-06_Springfield	link
490202	992873	23	Centurion_tank	.30-06_Springfield	link
246728	992873	437	.50_BMG	.30-06_Springfield	link
689792	992873	16	.338_Lapua_Magnum	.30-06_Springfield	other
8826561	992873	10	.338_Federal	.30-06_Springfield	link
2868442	992873	40	7mm-08_Remington	.30-06_Springfield	link
506665	992873	219	Carlos_Hathcock	.30-06_Springfield	link
1050806	992873	39	.30_Carbine	.30-06_Springfield	link
30871355	992873	553	7.62×51mm_NATO	.30-06_Springfield	link
1031546	992873	776	.308_Winchester	.30-06_Springfield	link
214325	992873	15	Brady_Handgun_Violence_Prevention_Act	.30-06_Springfield	link
1036189	992873	500	.303_British	.30-06_Springfield	link
4683430	992873	149	.300_Winchester_Magnum	.30-06_Springfield	link
9409212	992873	51	.300_H&H_Magnum	.30-06_Springfield	link
1838625	992873	93	.30-40_Krag	.30-06_Springfield	link
1031658	992873	194	7.62×54mmR	.30-06_Springfield	link
3096150	992873	211	.30-30_Winchester	.30-06_Springfield	link
6671070	992873	50	7.7×58mm_Arisaka	.30-06_Springfield	link
28059095	992873	24	.30-06_Springfield_Wildcat_Cartridges	.30-06_Springfield	link
13827373	992873	15	Black_Talon	.30-06_Springfield	link
7042232	992873	62	6.5×50mmSR_Arisaka	.30-06_Springfield	link
312871	992873	25	Battle_of_San_Juan_Hill	.30-06_Springfield	link
2935674	992873	582	7.92×57mm_Mauser	.30-06_Springfield	link
992873	992873	12	.30-06_Springfield	.30-06_Springfield	other
530903	992873	24	.45_ACP	.30-06_Springfield	link
6467399	992873	54	.280_Remington	.30-06_Springfield	link
13490754	992873	12	8×64mm_S	.30-06_Springfield	link
1663105	992873	23	.243_Winchester	.30-06_Springfield	other
1650530	992873	18	.276_Pedersen	.30-06_Springfield	link
1786319	992873	338	.270_Winchester	.30-06_Springfield	other
35022	992873	236	5.56×45mm_NATO	.30-06_Springfield	link
2237890	992873	150	.25-06_Remington	.30-06_Springfield	link
2351654	992873	67	9.3×62mm	.30-06_Springfield	link
43727943	992873	18	.26_Nosler	.30-06_Springfield	link
12600314	992873	23	.257_Roberts	.30-06_Springfield	other
2927603	992873	12	6.5×52mm_Mannlicher-Carcano	.30-06_Springfield	link
21189364	992873	61	James_Earl_Ray	.30-06_Springfield	other
300970	992873	39	FN_Herstal	.30-06_Springfield	link
1042565	992873	40	FN_Model_1949	.30-06_Springfield	link
240194	992873	16	Karabiner_98k	.30-06_Springfield	link
854742	992873	1474	List_of_rifle_cartridges	.30-06_Springfield	link
636867	992873	16	List_of_sniper_rifles	.30-06_Springfield	link
378838	992873	541	M1918_Browning_Automatic_Rifle	.30-06_Springfield	link
5020588	992873	11	Remington_Rolling_Block_rifle	.30-06_Springfield	link
397216	992873	407	M1903_Springfield	.30-06_Springfield	link
6112782	992873	84	Slædepatruljen_Sirius	.30-06_Springfield	link
246727	992873	162	M2_Browning	.30-06_Springfield	link
149051	992873	1414	M1_Garand	.30-06_Springfield	link
335691	992873	18	M3_Stuart	.30-06_Springfield	link
22289216	992873	11	M249_light_machine_gun	.30-06_Springfield	other
17297699	992873	34	Remington_Model_770	.30-06_Springfield	other
94187	992873	73	Mosin–Nagant	.30-06_Springfield	link
7138105	992873	19	Nammo	.30-06_Springfield	other
30303843	992873	12	Remington_Model_750	.30-06_Springfield	link
3274489	992873	16	Service_rifle	.30-06_Springfield	link
452905	992873	116	Sniper_rifle	.30-06_Springfield	link
41924111	992873	24	Remington_Model_721	.30-06_Springfield	link
20852422	992873	37	Salvatore_Naturale	.30-06_Springfield	other
877616	992873	30	M40_rifle	.30-06_Springfield	link
3404555	992873	10	Remington_Model_710	.30-06_Springfield	link
65574	992873	27	M4_Sherman	.30-06_Springfield	link
1334113	992873	221	Personal_armor	.30-06_Springfield	link
239427	992873	145	Table_of_handgun_and_rifle_cartridges	.30-06_Springfield	link
647603	992873	34	Vickers_machine_gun	.30-06_Springfield	link
1897789	992873	12	Type_99_rifle	.30-06_Springfield	link
256662	992873	37	Terminal_velocity	.30-06_Springfield	link
1637484	992873	156	Winchester_Model_70	.30-06_Springfield	link
13889750	992873	61	Winchester_Model_1895	.30-06_Springfield	link
""	992873	2049	other-empty	.30-06_Springfield	other
""	28059095	30	other-other	.30-06_Springfield_Wildcat_Cartridges	other
""	28059095	44	other-bing	.30-06_Springfield_Wildcat_Cartridges	other
""	28059095	38	other-yahoo	.30-06_Springfield_Wildcat_Cartridges	other
12329698	28059095	40	.338-06	.30-06_Springfield_Wildcat_Cartridges	link
1211942	28059095	64	Wildcat_cartridge	.30-06_Springfield_Wildcat_Cartridges	link
854742	28059095	133	List_of_rifle_cartridges	.30-06_Springfield_Wildcat_Cartridges	link
6467399	28059095	53	.280_Remington	.30-06_Springfield_Wildcat_Cartridges	link
6490914	28059095	75	.35_Whelen	.30-06_Springfield_Wildcat_Cartridges	link
1786319	28059095	134	.270_Winchester	.30-06_Springfield_Wildcat_Cartridges	link
28262442	28059095	13	.400_Whelen	.30-06_Springfield_Wildcat_Cartridges	link
2237890	28059095	112	.25-06_Remington	.30-06_Springfield_Wildcat_Cartridges	link
992873	28059095	100	.30-06_Springfield	.30-06_Springfield_Wildcat_Cartridges	link
31538163	28059095	17	6.5-06_A-Square	.30-06_Springfield_Wildcat_Cartridges	link
""	28059095	47	other-wikipedia	.30-06_Springfield_Wildcat_Cartridges	other
""	28059095	10	other-twitter	.30-06_Springfield_Wildcat_Cartridges	other
""	28059095	420	other-google	.30-06_Springfield_Wildcat_Cartridges	other
""	28059095	60	other-empty	.30-06_Springfield_Wildcat_Cartridges	other
5700436	3096150	541	Winchester_Model_1894	.30-30_Winchester	link
""	3096150	694	other-bing	.30-30_Winchester	other
4180837	3096150	23	Thompson-Center_Contender	.30-30_Winchester	link
328032	3096150	55	Winchester_rifle	.30-30_Winchester	link
6032914	3096150	18	Springfield_Model_1892-99	.30-30_Winchester	other
""	3096150	391	other-other	.30-30_Winchester	other
15580374	3096150	129	Main_Page	.30-30_Winchester	other
504591	3096150	38	Ruger_Mini-14	.30-30_Winchester	link
1352817	3096150	15	Rodney_Ansell	.30-30_Winchester	other
26379759	3096150	35	Mossberg_model_464	.30-30_Winchester	other
15280457	3096150	27	P.O._Ackley	.30-30_Winchester	link
2214723	3096150	10	Remington_Model_788	.30-30_Winchester	link
""	3096150	8022	other-google	.30-30_Winchester	other
""	3096150	387	other-wikipedia	.30-30_Winchester	other
""	3096150	29	other-twitter	.30-30_Winchester	other
""	3096150	673	other-yahoo	.30-30_Winchester	other
3096150	3096150	11	.30-30_Winchester	.30-30_Winchester	other
29543937	3096150	29	Andriza_Mircovich	.30-30_Winchester	other
5965958	3096150	15	Break-action	.30-30_Winchester	link
1050806	3096150	53	.30_Carbine	.30-30_Winchester	link
5962878	3096150	11	Combination_gun	.30-30_Winchester	link
992873	3096150	47	.30-06_Springfield	.30-30_Winchester	other
12967964	3096150	52	.32_Winchester_Special	.30-30_Winchester	link
10719968	3096150	88	.35_Remington	.30-30_Winchester	link
1786319	3096150	23	.270_Winchester	.30-30_Winchester	link
1838625	3096150	11	.30-40_Krag	.30-30_Winchester	other
1663105	3096150	28	.243_Winchester	.30-30_Winchester	link
8533586	3096150	13	.308_Marlin_Express	.30-30_Winchester	link
1031658	3096150	38	7.62×54mmR	.30-30_Winchester	link
175965	3096150	112	Caliber	.30-30_Winchester	link
14744597	3096150	11	.375_Winchester	.30-30_Winchester	link
1061627	3096150	170	.44-40_Winchester	.30-30_Winchester	link
9049636	3096150	46	.303_Savage	.30-30_Winchester	link
2626701	3096150	20	.300_Whisper	.30-30_Winchester	link
1036189	3096150	16	.303_British	.30-30_Winchester	link
4683430	3096150	12	.300_Winchester_Magnum	.30-30_Winchester	link
1031546	3096150	45	.308_Winchester	.30-30_Winchester	link
854742	3096150	523	List_of_rifle_cartridges	.30-30_Winchester	other
3324665	3096150	10	H_&_R_Firearms	.30-30_Winchester	link
2936630	3096150	18	Frontier_Middle_School_shooting	.30-30_Winchester	link
2777217	3096150	38	Henry_Repeating_Arms	.30-30_Winchester	link
19997455	3096150	19	.219_Zipper	.30-30_Winchester	link
4673101	3096150	33	6.5mm_Grendel	.30-30_Winchester	link
6466845	3096150	36	.25-35_Winchester	.30-30_Winchester	link
1057901	3096150	30	7_mm_caliber	.30-30_Winchester	link
2148046	3096150	385	30-30	.30-30_Winchester	link
33588624	3096150	147	7.62×39mm	.30-30_Winchester	link
35023	3096150	108	7.62_mm_caliber	.30-30_Winchester	link
15211025	3096150	41	.30_Remington	.30-30_Winchester	link
13025243	3096150	20	.250-3000_Savage	.30-30_Winchester	other
7857838	3096150	21	.300_Savage	.30-30_Winchester	link
1061624	3096150	11	.32-20_Winchester	.30-30_Winchester	link
2468395	3096150	21	.45-70	.30-30_Winchester	other
44182595	3096150	46	2014_shootings_at_Parliament_Hill,_Ottawa	.30-30_Winchester	link
17045974	3096150	14	.32-40_Ballard	.30-30_Winchester	link
854884	3096150	16	List_of_handgun_cartridges	.30-30_Winchester	link
29100025	3096150	15	List_of_Winchester_Center_Fire_cartridges	.30-30_Winchester	other
17275	3096150	15	Krag-Jørgensen	.30-30_Winchester	other
621313	3096150	91	Lever-action	.30-30_Winchester	link
87208	3096150	56	Execution_by_firing_squad	.30-30_Winchester	other
1211942	3096150	12	Wildcat_cartridge	.30-30_Winchester	link
694264	3096150	28	Tom_Horn	.30-30_Winchester	link
239427	3096150	126	Table_of_handgun_and_rifle_cartridges	.30-30_Winchester	link
1533534	3096150	14	Winchester_Repeating_Arms_Company	.30-30_Winchester	link
""	3096150	889	other-empty	.30-30_Winchester	other
30864291	3096150	18	Varmint_rifle	.30-30_Winchester	link
433414	3096150	53	Tremors_(film)	.30-30_Winchester	link
27749327	3096150	254	Ronnie_Lee_Gardner	.30-30_Winchester	link
4957476	3096150	71	Magnum_Research_BFR	.30-30_Winchester	link
5213782	3096150	218	Marlin_Model_336	.30-30_Winchester	link
9049046	3096150	33	Savage_Model_99	.30-30_Winchester	link
11179808	3096150	29	Mare's_Leg	.30-30_Winchester	other
""	5441010	80	other-wikipedia	.30-378_Weatherby_Magnum	other
""	5441010	933	other-google	.30-378_Weatherby_Magnum	other
239427	5441010	37	Table_of_handgun_and_rifle_cartridges	.30-378_Weatherby_Magnum	link
""	5441010	109	other-empty	.30-378_Weatherby_Magnum	other
583698	5441010	34	Weatherby	.30-378_Weatherby_Magnum	link
""	5441010	105	other-bing	.30-378_Weatherby_Magnum	other
""	5441010	68	other-other	.30-378_Weatherby_Magnum	other
35023	5441010	47	7.62_mm_caliber	.30-378_Weatherby_Magnum	link
17703030	5441010	10	7mm_Weatherby_Magnum	.30-378_Weatherby_Magnum	link
10339081	5441010	20	.338-378_Weatherby_Magnum	.30-378_Weatherby_Magnum	link
10961187	5441010	13	.300_Lapua_Magnum	.30-378_Weatherby_Magnum	link
1057901	5441010	37	7_mm_caliber	.30-378_Weatherby_Magnum	link
12755454	5441010	33	.300_Weatherby_Magnum	.30-378_Weatherby_Magnum	link
""	5441010	81	other-yahoo	.30-378_Weatherby_Magnum	other
3376003	5441010	51	.257_Weatherby_Magnum	.30-378_Weatherby_Magnum	link
4683430	5441010	37	.300_Winchester_Magnum	.30-378_Weatherby_Magnum	link
8570935	5441010	284	.300_Remington_Ultra_Magnum	.30-378_Weatherby_Magnum	link
4740632	5441010	23	.378_Weatherby_Magnum	.30-378_Weatherby_Magnum	link
1061665	5441010	12	.460_Weatherby_Magnum	.30-378_Weatherby_Magnum	link
854742	5441010	114	List_of_rifle_cartridges	.30-378_Weatherby_Magnum	link
854742	1838625	132	List_of_rifle_cartridges	.30-40_Krag	link
3096150	1838625	165	.30-30_Winchester	.30-40_Krag	link
2927603	1838625	12	6.5×52mm_Mannlicher-Carcano	.30-40_Krag	link
18509293	1838625	84	6mm_Lee_Navy	.30-40_Krag	link
12967964	1838625	39	.32_Winchester_Special	.30-40_Krag	other
9049636	1838625	21	.303_Savage	.30-40_Krag	link
530903	1838625	147	.45_ACP	.30-40_Krag	link
992873	1838625	325	.30-06_Springfield	.30-40_Krag	link
13889750	1838625	137	Winchester_Model_1895	.30-40_Krag	link
239427	1838625	29	Table_of_handgun_and_rifle_cartridges	.30-40_Krag	link
9049046	1838625	10	Savage_Model_99	.30-40_Krag	link
28265	1838625	29	Spanish–American_War	.30-40_Krag	link
5020588	1838625	22	Remington_Rolling_Block_rifle	.30-40_Krag	link
""	1838625	171	other-empty	.30-40_Krag	other
""	1838625	1442	other-google	.30-40_Krag	other
""	1838625	147	other-wikipedia	.30-40_Krag	other
""	1838625	201	other-yahoo	.30-40_Krag	other
""	1838625	165	other-other	.30-40_Krag	other
145971	1838625	32	Rough_Riders	.30-40_Krag	other
7360412	1838625	25	M1895_Colt-Browning_machine_gun	.30-40_Krag	link
6032914	1838625	279	Springfield_Model_1892-99	.30-40_Krag	link
8921280	1838625	18	Shiloh_Rifle_Manufacturing_Company	.30-40_Krag	link
328032	1838625	12	Winchester_rifle	.30-40_Krag	link
""	1838625	189	other-bing	.30-40_Krag	other
1057901	1838625	30	7_mm_caliber	.30-40_Krag	link
3104049	1838625	203	.30-03	.30-40_Krag	link
1261673	1838625	42	7×57mm_Mauser	.30-40_Krag	link
2468395	1838625	26	.45-70	.30-40_Krag	link
13057	1838625	37	Gatling_gun	.30-40_Krag	link
17275	1838625	194	Krag-Jørgensen	.30-40_Krag	link
854742	""	24	List_of_rifle_cartridges	.300_H&H_Flanged	redlink
854742	9409212	107	List_of_rifle_cartridges	.300_H&H_Magnum	link
1845216	9409212	36	Holland_&_Holland	.300_H&H_Magnum	link
3376003	9409212	10	.257_Weatherby_Magnum	.300_H&H_Magnum	link
4013914	9409212	54	.375_Holland_&_Holland_Magnum	.300_H&H_Magnum	link
4683430	9409212	54	.300_Winchester_Magnum	.300_H&H_Magnum	link
""	9409212	56	other-empty	.300_H&H_Magnum	other
239427	9409212	24	Table_of_handgun_and_rifle_cartridges	.300_H&H_Magnum	link
1637484	9409212	15	Winchester_Model_70	.300_H&H_Magnum	link
41924111	9409212	12	Remington_Model_721	.300_H&H_Magnum	link
1006274	9409212	12	Headspace_(firearms)	.300_H&H_Magnum	link
12084791	9409212	17	9.3×64mm_Brenneke	.300_H&H_Magnum	link
9429152	9409212	22	.264_Winchester_Magnum	.300_H&H_Magnum	link
6467625	9409212	103	7mm_Remington_Magnum	.300_H&H_Magnum	link
14292998	9409212	15	.308_Norma_Magnum	.300_H&H_Magnum	link
12820965	9409212	34	.270_Weatherby_Magnum	.300_H&H_Magnum	link
14048027	9409212	10	.340_Weatherby_Magnum	.300_H&H_Magnum	link
13112627	9409212	14	.375_Ruger	.300_H&H_Magnum	link
12755454	9409212	71	.300_Weatherby_Magnum	.300_H&H_Magnum	link
""	9409212	64	other-bing	.300_H&H_Magnum	other
""	9409212	44	other-other	.300_H&H_Magnum	other
3480160	9409212	10	M1917_Enfield	.300_H&H_Magnum	link
""	9409212	71	other-wikipedia	.300_H&H_Magnum	other
""	9409212	10	other-twitter	.300_H&H_Magnum	other
""	9409212	647	other-google	.300_H&H_Magnum	other
""	9409212	53	other-yahoo	.300_H&H_Magnum	other
28999205	8570935	20	Remington_Ultra_Magnum	.300_Remington_Ultra_Magnum	link
""	8570935	293	other-empty	.300_Remington_Ultra_Magnum	other
239427	8570935	47	Table_of_handgun_and_rifle_cartridges	.300_Remington_Ultra_Magnum	link
1637484	8570935	12	Winchester_Model_70	.300_Remington_Ultra_Magnum	other
""	8570935	221	other-yahoo	.300_Remington_Ultra_Magnum	other
9896922	8570935	10	.280_Ross	.300_Remington_Ultra_Magnum	link
15796831	8570935	88	7mm_Remington_Ultra_Magnum	.300_Remington_Ultra_Magnum	link
